place,wdr.A,wdr.B,dist.A,dist.B,reg.A.dist,ward.A.dist,dist_sum,acceptWR0,
songea,songea-songea.mc-ruvuma,mkongotema-madaba.dc-ruvuma,songea.mc,madaba.dc,0,0.222222222,0.222222222,,
sumaha,sumaha-kwimba.dc-mwanza,sukuma-magu.dc-mwanza,kwimba.dc,magu.dc,0,0.222222222,0.222222222,,
sumaha,sumaha-kwimba.dc-mwanza,mahina-nyamagana.mc-mwanza,kwimba.dc,nyamagana.mc,0,0.222222222,0.222222222,,
tuliza.moyo,milola-ulanga.dc-morogoro,dumila-kilosa.dc-morogoro,ulanga.dc,kilosa.dc,0,0.222222222,0.222222222,,
tuliza.moyo,milola-ulanga.dc-morogoro,malolo-kilosa.dc-morogoro,ulanga.dc,kilosa.dc,0,0.222222222,0.222222222,,
tuliza.moyo,milola-ulanga.dc-morogoro,ilonga-ulanga.dc-morogoro,ulanga.dc,ulanga.dc,0,0.222222222,0.222222222,,
tuliza.moyo,milola-ulanga.dc-morogoro,melela-mvomero.dc-morogoro,ulanga.dc,mvomero.dc,0,0.222222222,0.222222222,,
tulizamoyo.igumbiro,milola-ulanga.dc-morogoro,dumila-kilosa.dc-morogoro,ulanga.dc,kilosa.dc,0,0.222222222,0.222222222,,
tulizamoyo.igumbiro,milola-ulanga.dc-morogoro,malolo-kilosa.dc-morogoro,ulanga.dc,kilosa.dc,0,0.222222222,0.222222222,,
tulizamoyo.igumbiro,milola-ulanga.dc-morogoro,ilonga-ulanga.dc-morogoro,ulanga.dc,ulanga.dc,0,0.222222222,0.222222222,,
tulizamoyo.igumbiro,milola-ulanga.dc-morogoro,melela-mvomero.dc-morogoro,ulanga.dc,mvomero.dc,0,0.222222222,0.222222222,,
ukombozi,nkung.ungu-chunya.dc-mbeya,nkunga-rungwe.dc-mbeya,chunya.dc,rungwe.dc,0,0.222222222,0.222222222,,
wala,sumaha-kwimba.dc-mwanza,sukuma-magu.dc-mwanza,kwimba.dc,magu.dc,0,0.222222222,0.222222222,,
wala,sumaha-kwimba.dc-mwanza,mahina-nyamagana.mc-mwanza,kwimba.dc,nyamagana.mc,0,0.222222222,0.222222222,,
maleza,maleza-sumbawanga.dc-rukwa,milepa-sumbawanga.dc-rukwa,sumbawanga.dc,sumbawanga.dc,0,0.222222222,0.222222222,,
ntatumbila,ntatumbila-nkasi.dc-rukwa,mnamba-kalambo.dc-rukwa,nkasi.dc,kalambo.dc,0,0.222222222,0.222222222,,
kaelele,mpembe-tanganyika-tanganyika,mwakijembe-mkinga.dc-tanga,tanganyika,mkinga.dc,0.166666667,0.222222222,0.388888889,,
milinda,mpembe-tanganyika-tanganyika,mwakijembe-mkinga.dc-tanga,tanganyika,mkinga.dc,0.166666667,0.222222222,0.388888889,,
mpembe,mpembe-tanganyika-tanganyika,mwakijembe-mkinga.dc-tanga,tanganyika,mkinga.dc,0.166666667,0.222222222,0.388888889,,
haneti,haneti-haneti-haneti,shanwe-mpanda.mc-katavi,haneti,mpanda.mc,0.333333333,0.222222222,0.555555556,,
idumulavanu,ihowanza-muf-muf,chiwanda-nyasa.dc-ruvuma,muf,nyasa.dc,0.5,0.222222222,0.722222222,,
mitobo,burabujiga-bariadi.tc-simiyu,budalabujiga-itilima.dc-simiyu,bariadi.tc,itilima.dc,0,0.227777778,0.227777778,,
msikisi.farm.17.ndomoni.ndomondo,msikisi.nachingwea-masasi.nachingwea-masasi.nachingwea,nachingwea-ruangwa.dc-lindi,masasi.nachingwea,ruangwa.dc,0.407843137,0.231481481,0.639324619,,
msikisi.farm.17.ndomoni.ndomondo,msikisi.nachingwea-masasi.nachingwea-masasi.nachingwea,nachingwea-lindi.mc-lindi,masasi.nachingwea,lindi.mc,0.407843137,0.231481481,0.639324619,,
ngalaiwe,ngalaiwe-chunya.dc-mbeya,igale-mbeya.dc-mbeya,chunya.dc,mbeya.dc,0,0.233333333,0.233333333,,
ngalaiwe,ngalaiwe-chunya.dc-mbeya,ngana-kyela.dc-mbeya,chunya.dc,kyela.dc,0,0.233333333,0.233333333,,
nyatwali,nyatwali-bunda.dc-mara,natta-serengeti.dc-mara,bunda.dc,serengeti.dc,0,0.233333333,0.233333333,,
serengeti,nyatwali-bunda.tc-mara,natta-serengeti.dc-mara,bunda.tc,serengeti.dc,0,0.233333333,0.233333333,,
serengeti,nyatwali-mara-mara,natta-serengeti.dc-mara,mara,serengeti.dc,0,0.233333333,0.233333333,,
tunduma,mwaka-momba.dc-songwe,mwambani-songwe.dc-songwe,momba.dc,songwe.dc,0,0.233333333,0.233333333,,
sibwesa,simbwesa-tanganyika-tanganyika,mwera-pangani.dc-tanga,tanganyika,pangani.dc,0.166666667,0.233333333,0.4,,
sibwesa,simbwesa-tanganyika-tanganyika,kimbe-kilindi.dc-tanga,tanganyika,kilindi.dc,0.166666667,0.233333333,0.4,,
chibuji,nyang.honga-misungwi.dc-mwanza,nyamanga-ukerewe.dc-mwanza,misungwi.dc,ukerewe.dc,0,0.234848485,0.234848485,,
chibuji,nyang.honga-misungwi.dc-mwanza,nyanguge-magu.dc-mwanza,misungwi.dc,magu.dc,0,0.234848485,0.234848485,,
namatumbusi,namatumbusi-nachingwea.dc-lindi,namatula-nachingwea.dc-lindi,nachingwea.dc,nachingwea.dc,0,0.234848485,0.234848485,,
namatumbuzi,namatumbusi-nachingwea.dc-lindi,namatula-nachingwea.dc-lindi,nachingwea.dc,nachingwea.dc,0,0.234848485,0.234848485,,
iringa,ipogoro-iringa.dc-iringa,kihorogota-iringa.dc-iringa,iringa.dc,iringa.dc,0,0.236507937,0.236507937,,
mabambasi,mabambasi-mpimbwe.dc-katavi,magamba-nsimbo.dc-katavi,mpimbwe.dc,nsimbo.dc,0,0.242063492,0.242063492,,
matawale,matawale-masasi.dc-mtwara,mbawala-mtwara.dc-mtwara,masasi.dc,mtwara.dc,0,0.242063492,0.242063492,,
nambunda,mijelejele-masasi.dc-mtwara,mdimba.mpelempele-newala.dc-mtwara,masasi.dc,newala.dc,0,0.243137255,0.243137255,,
bangamoyo,bangamoyo-bahi.dc-dodoma,jangalo-chemba.dc-dodoma,bahi.dc,chemba.dc,0,0.243386243,0.243386243,,
chifutuka,chifutuka-bahi.dc-dodoma,churuku-chemba.dc-dodoma,bahi.dc,chemba.dc,0,0.243386243,0.243386243,,
chiguluka,chiguluka-bahi.dc-dodoma,chinugulu-chamwino.dc-dodoma,bahi.dc,chamwino.dc,0,0.243386243,0.243386243,,
chiguluka,chiguluka-bahi.dc-dodoma,chikola-bahi.dc-dodoma,bahi.dc,bahi.dc,0,0.243386243,0.243386243,,
chiguluka,chiguluka-bahi.dc-dodoma,churuku-chemba.dc-dodoma,bahi.dc,chemba.dc,0,0.243386243,0.243386243,,
luchingu.a,tulindane-newala.dc-mtwara,sindano-masasi.dc-mtwara,newala.dc,masasi.dc,0,0.243386243,0.243386243,,
magaga,chifutuka-bahi.dc-dodoma,churuku-chemba.dc-dodoma,bahi.dc,chemba.dc,0,0.243386243,0.243386243,,
nandangala,nandagala-rungwe.dc-mbeya,nsalaga-mbeya.mc-mbeya,rungwe.dc,mbeya.mc,0,0.243386243,0.243386243,,
tulindane,tulindane-newala.dc-mtwara,sindano-masasi.dc-mtwara,newala.dc,masasi.dc,0,0.243386243,0.243386243,,
tupendane,tulindane-newala.dc-mtwara,sindano-masasi.dc-mtwara,newala.dc,masasi.dc,0,0.243386243,0.243386243,,
katumbila,katumbila-nkasi.dc-rukwa,kisumba-kalambo.dc-rukwa,nkasi.dc,kalambo.dc,0,0.243386243,0.243386243,,
katumbila,katumbila-nkasi.dc-rukwa,mkwamba-nkasi.dc-rukwa,nkasi.dc,nkasi.dc,0,0.243386243,0.243386243,,
mwamnkulu,mwamnkulu-tanganyika-tanganyika,manundu-korogwe.tc-tanga,tanganyika,korogwe.tc,0.166666667,0.243386243,0.41005291,,
mwankulu,mwamnkulu-tanganyika-tanganyika,manundu-korogwe.tc-tanga,tanganyika,korogwe.tc,0.166666667,0.243386243,0.41005291,,
ilangawana,ilangawana-sumbawanga.dc-rukwa,miangalua-sumbawanga.dc-rukwa,sumbawanga.dc,sumbawanga.dc,0,0.244444444,0.244444444,,
mayale,mayale-wanging.ombe.dc-njombe,mbalatse-makete.dc-njombe,wanging.ombe.dc,makete.dc,0,0.247222222,0.247222222,,
ihowanza,ihowanza-ihowanza-ihowanza,mahina-nyamagana.mc-mwanza,ihowanza,nyamagana.mc,0.180555556,0.247222222,0.427777778,,
ihowewanga,ihowewanga-malinyi.dc-morogoro,ngoheranga-malinyi.dc-morogoro,malinyi.dc,malinyi.dc,0,0.247619048,0.247619048,,
isale,kakoma-nkasi.dc-rukwa,kala-nkasi.dc-rukwa,nkasi.dc,nkasi.dc,0,0.25,0.25,,
chibuji,nyangh.ongwa-misungwi.dc-mwanza,nyamanga-ukerewe.dc-mwanza,misungwi.dc,ukerewe.dc,0,0.25,0.25,,
chibuji,nyangh.ongwa-misungwi.dc-mwanza,nyanguge-magu.dc-mwanza,misungwi.dc,magu.dc,0,0.25,0.25,,
ibilishi,ibilishi-maswa.dc-simiyu,busilili-maswa.dc-simiyu,maswa.dc,maswa.dc,0,0.25,0.25,,
kidinda,kidi-bariadi.dc-simiyu,kimali-meatu.dc-simiyu,bariadi.dc,meatu.dc,0,0.25,0.25,,
kidinda,kidi-bariadi.dc-simiyu,kulimi-maswa.dc-simiyu,bariadi.dc,maswa.dc,0,0.25,0.25,,
mkalenda,mkalenda-newala.dc-mtwara,namalenga-masasi.dc-mtwara,newala.dc,masasi.dc,0,0.25,0.25,,
muhunze,kata-kishapu.dc-shinyanga,kinaga-kahama.tc-shinyanga,kishapu.dc,kahama.tc,0,0.25,0.25,,
nakarara,nakarara-masasi.dc-mtwara,nakahako-newala.dc-mtwara,masasi.dc,newala.dc,0,0.25,0.25,,
ntungwa,mkuu-momba.dc-songwe,mkulwe-momba.dc-songwe,momba.dc,momba.dc,0,0.25,0.25,,
mpete,mwadui-sumbawanga.dc-rukwa,mpui-sumbawanga.dc-rukwa,sumbawanga.dc,sumbawanga.dc,0,0.25,0.25,,
santa.maria,mwamkulu-tanganyika-tanganyika,makuyuni-korogwe.dc-tanga,tanganyika,korogwe.dc,0.166666667,0.25,0.416666667,,
mapo,mapo-mapo-mapo,makojo-musoma.dc-mara,mapo,musoma.dc,0.333333333,0.25,0.583333333,,
mapo,mapo-mapo-mapo,mcharo-bunda.tc-mara,mapo,bunda.tc,0.333333333,0.25,0.583333333,,
mapo,mapo-mapo-mapo,makoko-musoma.mc-mara,mapo,musoma.mc,0.333333333,0.25,0.583333333,,
dutwa.mwasamba,dutwa.lamadi-bariadi.busega-bariadi.busega,salama-bunda.dc-mara,bariadi.busega,bunda.dc,0.345238095,0.25,0.595238095,,
nanyumbu.tabora.mbeya.sumbawanga,nanyumbu.mbeya.sumbawanga.tabora-nanyumbu.mbeya.tabora.sumbawanga-nanyumbu.mbeya.tabora.sumbawanga,nanyumbu-nanyumbu.dc-mtwara,nanyumbu.mbeya.tabora.sumbawanga,nanyumbu.dc,0.470138889,0.25,0.720138889,,
chala,chala-namanyere-namanyere,chapakazi-kiteto.dc-manyara,namanyere,kiteto.dc,0.26984127,0.251851852,0.521693122,,
mashete,mashete-nkasi.dc-rukwa,katete-kalambo.dc-rukwa,nkasi.dc,kalambo.dc,0,0.253968254,0.253968254,,
ibindi,ibindi-nsimbo.dc-katavi,kibaoni-mpimbwe.dc-katavi,nsimbo.dc,mpimbwe.dc,0,0.253968254,0.253968254,,
igombe,kabila-magu.dc-mwanza,nkalalo-kwimba.dc-mwanza,magu.dc,kwimba.dc,0,0.253968254,0.253968254,,
kabila,kabila-kwimba.dc-mwanza,nkalalo-kwimba.dc-mwanza,kwimba.dc,kwimba.dc,0,0.253968254,0.253968254,,
kabila,kabila-magu.dc-mwanza,nkalalo-kwimba.dc-mwanza,magu.dc,kwimba.dc,0,0.253968254,0.253968254,,
kilida,mfinga-mpimbwe.dc-katavi,inyonga-mlele.dc-katavi,mpimbwe.dc,mlele.dc,0,0.253968254,0.253968254,,
kinyope,kinyope-lindi.dc-lindi,kikole-kilwa.dc-lindi,lindi.dc,kilwa.dc,0,0.253968254,0.253968254,,
kinyope.lindi,kinyope-lindi.dc-lindi,kikole-kilwa.dc-lindi,lindi.dc,kilwa.dc,0,0.253968254,0.253968254,,
lupunga,lupunga-malinyi.dc-morogoro,lumuma-kilosa.dc-morogoro,malinyi.dc,kilosa.dc,0,0.253968254,0.253968254,,
lupunga,lupunga-malinyi.dc-morogoro,ilonga-ulanga.dc-morogoro,malinyi.dc,ulanga.dc,0,0.253968254,0.253968254,,
magula,magula-nsimbo.dc-katavi,magamba-nsimbo.dc-katavi,nsimbo.dc,nsimbo.dc,0,0.253968254,0.253968254,,
mbao,ntungwa-momba.dc-songwe,ipunga-mbozi.dc-songwe,momba.dc,mbozi.dc,0,0.253968254,0.253968254,,
mbao,ntungwa-momba.dc-songwe,myunga-momba.dc-songwe,momba.dc,momba.dc,0,0.253968254,0.253968254,,
mkongeni,dakawa-mvomero.dc-morogoro,ifakara-ifakara.tc-morogoro,mvomero.dc,ifakara.tc,0,0.253968254,0.253968254,,
mwabuhi,kabila-kwimba.dc-mwanza,nkalalo-kwimba.dc-mwanza,kwimba.dc,kwimba.dc,0,0.253968254,0.253968254,,
mwagoli,kabila-magu.dc-mwanza,nkalalo-kwimba.dc-mwanza,magu.dc,kwimba.dc,0,0.253968254,0.253968254,,
n.gwang.wale,kamondo-bariadi.tc-simiyu,kadoto-maswa.dc-simiyu,bariadi.tc,maswa.dc,0,0.253968254,0.253968254,,
ndagalu,kabila-magu.dc-mwanza,nkalalo-kwimba.dc-mwanza,magu.dc,kwimba.dc,0,0.253968254,0.253968254,,
ndibwa,ndibwa-masasi.dc-mtwara,madimba-mtwara.dc-mtwara,masasi.dc,mtwara.dc,0,0.253968254,0.253968254,,
ndibwa,ndibwa-masasi.dc-mtwara,dihimba-mtwara.dc-mtwara,masasi.dc,mtwara.dc,0,0.253968254,0.253968254,,
ndibwa,ndibwa-masasi.dc-mtwara,ndumbwe-mtwara.dc-mtwara,masasi.dc,mtwara.dc,0,0.253968254,0.253968254,,
nduha,kabila-kwimba.dc-mwanza,nkalalo-kwimba.dc-mwanza,kwimba.dc,kwimba.dc,0,0.253968254,0.253968254,,
sunsula,sunsula-bariadi.dc-simiyu,sukuma-maswa.dc-simiyu,bariadi.dc,maswa.dc,0,0.253968254,0.253968254,,
tegeta,tegeta-kinondoni.mc-dar.es.salaam,segerea-ilala.mc-dar.es.salaam,kinondoni.mc,ilala.mc,0,0.253968254,0.253968254,,
wami.sokoine,dakawa-mvomero.dc-morogoro,ifakara-ifakara.tc-morogoro,mvomero.dc,ifakara.tc,0,0.253968254,0.253968254,,
shinyanga.mwenge,shinyanga.mwenge-maswa.dc-simiyu,kinang.weli-itilima.dc-simiyu,maswa.dc,itilima.dc,0,0.257575758,0.257575758,,
mbeya.iringa.na.newala,mbeya.iringa.na.newala-mbeya.iringa.na.newala-mbeya.iringa.na.newala,manga-tarime.dc-mara,mbeya.iringa.na.newala,tarime.dc,0.272727273,0.257575758,0.53030303,,
laini,laini-itilima.dc-simiyu,malili-busega.dc-simiyu,itilima.dc,busega.dc,0,0.261111111,0.261111111,,
ikizi,ikizi-nkasi.dc-rukwa,kipili-nkasi.dc-rukwa,nkasi.dc,nkasi.dc,0,0.261111111,0.261111111,,
chimendeli,chimendeli-bahi.dc-dodoma,chiboli-chamwino.dc-dodoma,bahi.dc,chamwino.dc,0,0.261904762,0.261904762,,
imalauduki,kamsisi-mlele.dc-katavi,kashaulili-mpanda.mc-katavi,mlele.dc,mpanda.mc,0,0.261904762,0.261904762,,
imarauduki,kamsisi-mlele.dc-katavi,kashaulili-mpanda.mc-katavi,mlele.dc,mpanda.mc,0,0.261904762,0.261904762,,
kamsisi,kamsisi-mlele.dc-katavi,kashaulili-mpanda.mc-katavi,mlele.dc,mpanda.mc,0,0.261904762,0.261904762,,
kiningi.na,kiningi.na-ifakara.tc-morogoro,kisanga-kilosa.dc-morogoro,ifakara.tc,kilosa.dc,0,0.261904762,0.261904762,,
kiningi.na,kiningi.na-ifakara.tc-morogoro,tindiga-kilosa.dc-morogoro,ifakara.tc,kilosa.dc,0,0.261904762,0.261904762,,
kinyika,kinyika-iringa.dc-iringa,kinyanambo-mafinga.tc-iringa,iringa.dc,mafinga.tc,0,0.261904762,0.261904762,,
majengo,majengo-mpanda.dc-katavi,makanyagio-mpanda.mc-katavi,mpanda.dc,mpanda.mc,0,0.261904762,0.261904762,,
songambele,kamsisi-mlele.dc-katavi,kashaulili-mpanda.mc-katavi,mlele.dc,mpanda.mc,0,0.261904762,0.261904762,,
farm.17.nachingwea.mihima.lukuledi.mpanyani.ndomoni,nachingwea.mpanyani.lukuledi-nachingwea.mpanyani.lukuledi-nachingwea.mpanyani.lukuledi,nangwa-hanang.dc-manyara,nachingwea.mpanyani.lukuledi,hanang.dc,0.420634921,0.261904762,0.682539683,,
kidalimanda,kidalimanda-bariadi.dc-simiyu,kimali-meatu.dc-simiyu,bariadi.dc,meatu.dc,0,0.262626263,0.262626263,,
chingali,njiwa-malinyi.dc-morogoro,bigwa-morogoro.mc-morogoro,malinyi.dc,morogoro.mc,0,0.266666667,0.266666667,,
mbeha,mbeha-mvomero.dc-morogoro,mvuha-morogoro.dc-morogoro,mvomero.dc,morogoro.dc,0,0.266666667,0.266666667,,
mbeha,mbeha-mvomero.dc-morogoro,mbuga-ulanga.dc-morogoro,mvomero.dc,ulanga.dc,0,0.266666667,0.266666667,,
mbeya,mbeya-mbeya.dc-mbeya,mwaya-kyela.dc-mbeya,mbeya.dc,kyela.dc,0,0.266666667,0.266666667,,
nkome,nkome-bahi.dc-dodoma,njoge-kongwa.dc-dodoma,bahi.dc,kongwa.dc,0,0.266666667,0.266666667,,
tunduma,sogea-songwe.dc-songwe,sange-ileje.dc-songwe,songwe.dc,ileje.dc,0,0.266666667,0.266666667,,
mbeya,mbeya-mwanjelwa-mwanjelwa,malya-kwimba.dc-mwanza,mwanjelwa,kwimba.dc,0.203703704,0.266666667,0.47037037,,
igaganulwa,dutwa-dutwa-dutwa,miuta-tandahimba.dc-mtwara,dutwa,tandahimba.dc,0.3,0.266666667,0.566666667,,
mbalagani,mbalagani-maswa.dc-simiyu,lamadi-busega.dc-simiyu,maswa.dc,busega.dc,0,0.27037037,0.27037037,,
nhundi,gatuli-kwimba.dc-mwanza,kagunguli-ukerewe.dc-mwanza,kwimba.dc,ukerewe.dc,0,0.27037037,0.27037037,,
sulu,mbalagani-maswa.dc-simiyu,lamadi-busega.dc-simiyu,maswa.dc,busega.dc,0,0.27037037,0.27037037,,
njombe,chaugingi-rujewa-rujewa,chanji-sumbawanga.mc-rukwa,rujewa,sumbawanga.mc,0.177777778,0.27037037,0.448148148,,
mayamaya,mayamaya-bahi.dc-dodoma,mbalawala-dodoma.cc-dodoma,bahi.dc,dodoma.cc,0,0.273148148,0.273148148,,
mpanda,majalila-mpanda.dc-katavi,mwamapuli-mpimbwe.dc-katavi,mpanda.dc,mpimbwe.dc,0,0.273148148,0.273148148,,
nyamswa,nyamuswa-bariadi.tc-simiyu,nyamalapa-itilima.dc-simiyu,bariadi.tc,itilima.dc,0,0.273148148,0.273148148,,
migato.laini.tundaburigi,tindaburigi-itilima.na.meatu-itilima.na.meatu,lutindi-korogwe.dc-tanga,itilima.na.meatu,korogwe.dc,0.316666667,0.277056277,0.593722944,,
chalisuka,madibira-mufindi.dc-iringa,maboga-iringa.dc-iringa,mufindi.dc,iringa.dc,0,0.277777778,0.277777778,,
iringa,iringa-iringa.mc-iringa,rungemba-mafinga.tc-iringa,iringa.mc,mafinga.tc,0,0.277777778,0.277777778,,
meta,newala-newala.dc-mtwara,nitekela-nanyamba.tc-mtwara,newala.dc,nanyamba.tc,0,0.277777778,0.277777778,,
misufini.uhuru.park,misufini-morogoro.mc-morogoro,mikumi-kilosa.dc-morogoro,morogoro.mc,kilosa.dc,0,0.277777778,0.277777778,,
misufini.uhuru.park,misufini-morogoro.mc-morogoro,msingisi-gairo.dc-morogoro,morogoro.mc,gairo.dc,0,0.277777778,0.277777778,,
mkudumba,newala-newala.dc-mtwara,nitekela-nanyamba.tc-mtwara,newala.dc,nanyamba.tc,0,0.277777778,0.277777778,,
newala,newala-masasi.dc-mtwara,nitekela-nanyamba.tc-mtwara,masasi.dc,nanyamba.tc,0,0.277777778,0.277777778,,
newala,newala-newala.dc-mtwara,nitekela-nanyamba.tc-mtwara,newala.dc,nanyamba.tc,0,0.277777778,0.277777778,,
nkhwenda,nkhwenda-bahi.dc-dodoma,mnenia-kondoa.dc-dodoma,bahi.dc,kondoa.dc,0,0.277777778,0.277777778,,
sulu,mbalagane-maswa.dc-simiyu,budalabujiga-itilima.dc-simiyu,maswa.dc,itilima.dc,0,0.277777778,0.277777778,,
kaparamsenga,kaparamsenga-tanganyika-tanganyika,mabalanga-kilindi.dc-tanga,tanganyika,kilindi.dc,0.166666667,0.277777778,0.444444444,,
paramawe,paramawe-namanyere-namanyere,makame-kiteto.dc-manyara,namanyere,kiteto.dc,0.26984127,0.277777778,0.547619048,,
uingo,kabale-misungwi.dc-mwanza,kalebezo-buchosa.dc-mwanza,misungwi.dc,buchosa.dc,0,0.280555556,0.280555556,,
ilambo,kilangawqna-sumbawanga.dc-rukwa,kasanga-kalambo.dc-rukwa,sumbawanga.dc,kalambo.dc,0,0.282467532,0.282467532,,
ilambo,kolangawana-sumbawanga.dc-rukwa,kasanga-kalambo.dc-rukwa,sumbawanga.dc,kalambo.dc,0,0.282467532,0.282467532,,
kilangawana,kilangawana-sumbawanga.dc-rukwa,kasanga-kalambo.dc-rukwa,sumbawanga.dc,kalambo.dc,0,0.282467532,0.282467532,,
maleza,kilangawana-sumbawanga.dc-rukwa,kasanga-kalambo.dc-rukwa,sumbawanga.dc,kalambo.dc,0,0.282467532,0.282467532,,
mtapenda,kilangawana-sumbawanga.dc-rukwa,kasanga-kalambo.dc-rukwa,sumbawanga.dc,kalambo.dc,0,0.282467532,0.282467532,,
chunya.mjini,chunya.mjini-chunya.dc-mbeya,iyunga.mapinduzi-mbeya.dc-mbeya,chunya.dc,mbeya.dc,0,0.284722222,0.284722222,,
kadashi,kadashi-kwimba.dc-mwanza,bujashi-magu.dc-mwanza,kwimba.dc,magu.dc,0,0.285714286,0.285714286,,
kadashi,kadashi-kwimba.dc-mwanza,kasenyi-sengerema.dc-mwanza,kwimba.dc,sengerema.dc,0,0.285714286,0.285714286,,
mufindi,mufindi-mufindi.dc-iringa,mshindo-iringa.mc-iringa,mufindi.dc,iringa.mc,0,0.285714286,0.285714286,,
turiani,turiani-mvomero.dc-morogoro,kibaoni-ifakara.tc-morogoro,mvomero.dc,ifakara.tc,0,0.285714286,0.285714286,,
turiani,turiani-mvomero.dc-morogoro,mlimani-morogoro.mc-morogoro,mvomero.dc,morogoro.mc,0,0.285714286,0.285714286,,
