place,wdr.A,wdr.B,dist.A,dist.B,reg.A.dist,ward.A.dist,dist_sum,acceptWR0,
kintinku,kintinku-bahi.dc-dodoma,kingiti-mpwapwa.dc-dodoma,bahi.dc,mpwapwa.dc,0,0.286904762,0.286904762,,
mwankwaya,banehmi-bariadi.dc-simiyu,buchambi-maswa.dc-simiyu,bariadi.dc,maswa.dc,0,0.286904762,0.286904762,,
nyashimo,kibinda-busega.dc-simiyu,ikindiro-itilima.dc-simiyu,busega.dc,itilima.dc,0,0.286904762,0.286904762,,
udimaa,kintinku-bahi.dc-dodoma,kingiti-mpwapwa.dc-dodoma,bahi.dc,mpwapwa.dc,0,0.286904762,0.286904762,,
nkhome,nkhome-bahi.dc-dodoma,chang.ombe-dodoma.cc-dodoma,bahi.dc,dodoma.cc,0,0.288888889,0.288888889,,
zingakibaoni,zingakibaoni-kilwa.dc-lindi,tingi-kilwa.dc-lindi,kilwa.dc,kilwa.dc,0,0.288888889,0.288888889,,
ilambo,kilyamatundu-sumbawanga.dc-rukwa,kipande-nkasi.dc-rukwa,sumbawanga.dc,nkasi.dc,0,0.28968254,0.28968254,,
kilyamatundu,kilyamatundu-sumbawanga.dc-rukwa,kipande-nkasi.dc-rukwa,sumbawanga.dc,nkasi.dc,0,0.28968254,0.28968254,,
ilambo,kilyamatundu-sumbawanga.dc-rukwa,kirando-nkasi.dc-rukwa,sumbawanga.dc,nkasi.dc,0,0.28968254,0.28968254,,
kilyamatundu,kilyamatundu-sumbawanga.dc-rukwa,kirando-nkasi.dc-rukwa,sumbawanga.dc,nkasi.dc,0,0.28968254,0.28968254,,
mbeya.mjini,mbeya.mjini-mbeya.dc-mbeya,mabatini-mbeya.mc-mbeya,mbeya.dc,mbeya.mc,0,0.29040404,0.29040404,,
mbao,mbao-momba.dc-songwe,mbangala-songwe.dc-songwe,momba.dc,songwe.dc,0,0.291666667,0.291666667,,
ntungwa,mbao-momba.dc-songwe,mbangala-songwe.dc-songwe,momba.dc,songwe.dc,0,0.291666667,0.291666667,,
kagunga,kasekese-tanganyika-tanganyika,kwashemshi-korogwe.dc-tanga,tanganyika,korogwe.dc,0.166666667,0.291666667,0.458333333,,
kasekese,kasekese-tanganyika-tanganyika,kwashemshi-korogwe.dc-tanga,tanganyika,korogwe.dc,0.166666667,0.291666667,0.458333333,,
itindi,swahila-nkasi.dc-rukwa,chala-nkasi.dc-rukwa,nkasi.dc,nkasi.dc,0,0.292857143,0.292857143,,
mwanza.machinjioni,mwanza.machinjioni-mwanza.machinjioni-mwanza.machinjioni,mwamanga-magu.dc-mwanza,mwanza.machinjioni,magu.dc,0.222222222,0.292989418,0.51521164,,
chilulumo,chilulumo-mbeya.dc-mbeya,ilungu-mbeya.dc-mbeya,mbeya.dc,mbeya.dc,0,0.296296296,0.296296296,,
kalemela,chamngasa-busega.dc-simiyu,isanga-bariadi.tc-simiyu,busega.dc,bariadi.tc,0,0.296296296,0.296296296,,
kalemela,chamngasa-busega.dc-simiyu,sagata-itilima.dc-simiyu,busega.dc,itilima.dc,0,0.296296296,0.296296296,,
kalemela,chamngasa-busega.dc-simiyu,isanga-maswa.dc-simiyu,busega.dc,maswa.dc,0,0.296296296,0.296296296,,
kangaga,chang.ombe.mawindi-mbarali.dc-mbeya,ihango-mbeya.dc-mbeya,mbarali.dc,mbeya.dc,0,0.296296296,0.296296296,,
kasisi,upendo-chunya.dc-mbeya,maendeleo-mbeya.dc-mbeya,chunya.dc,mbeya.dc,0,0.296296296,0.296296296,,
kasisi,upendo-chunya.dc-mbeya,maendeleo-mbeya.mc-mbeya,chunya.dc,mbeya.mc,0,0.296296296,0.296296296,,
majengo,upendo-chunya.dc-mbeya,maendeleo-mbeya.dc-mbeya,chunya.dc,mbeya.dc,0,0.296296296,0.296296296,,
majengo,upendo-chunya.dc-mbeya,maendeleo-mbeya.mc-mbeya,chunya.dc,mbeya.mc,0,0.296296296,0.296296296,,
malangali,upendo-chunya.dc-mbeya,maendeleo-mbeya.dc-mbeya,chunya.dc,mbeya.dc,0,0.296296296,0.296296296,,
malangali,upendo-chunya.dc-mbeya,maendeleo-mbeya.mc-mbeya,chunya.dc,mbeya.mc,0,0.296296296,0.296296296,,
mwamagisi,chamngasa-busega.dc-simiyu,isanga-bariadi.tc-simiyu,busega.dc,bariadi.tc,0,0.296296296,0.296296296,,
mwamagisi,chamngasa-busega.dc-simiyu,sagata-itilima.dc-simiyu,busega.dc,itilima.dc,0,0.296296296,0.296296296,,
mwamagisi,chamngasa-busega.dc-simiyu,isanga-maswa.dc-simiyu,busega.dc,maswa.dc,0,0.296296296,0.296296296,,
nyamikoma,nyamikoma-busega.dc-simiyu,nyamalapa-itilima.dc-simiyu,busega.dc,itilima.dc,0,0.296296296,0.296296296,,
ukwangu,upendo-chunya.dc-mbeya,maendeleo-mbeya.dc-mbeya,chunya.dc,mbeya.dc,0,0.296296296,0.296296296,,
ukwangu,upendo-chunya.dc-mbeya,maendeleo-mbeya.mc-mbeya,chunya.dc,mbeya.mc,0,0.296296296,0.296296296,,
upendo,upendo-chunya.dc-mbeya,maendeleo-mbeya.dc-mbeya,chunya.dc,mbeya.dc,0,0.296296296,0.296296296,,
upendo,upendo-chunya.dc-mbeya,maendeleo-mbeya.mc-mbeya,chunya.dc,mbeya.mc,0,0.296296296,0.296296296,,
tatumbila,tatumbila-nkasi.dc-rukwa,mnamba-kalambo.dc-rukwa,nkasi.dc,kalambo.dc,0,0.296296296,0.296296296,,
imalilosongwe,imalilosongwe-songwe.dc-songwe,mlowo-mbozi.dc-songwe,songwe.dc,mbozi.dc,0,0.297435897,0.297435897,,
namwawala,namwawala-malinyi.dc-morogoro,uwanja.wa.taifa-morogoro.mc-morogoro,malinyi.dc,morogoro.mc,0,0.299470899,0.299470899,,
ntuchi,tuchi-nkasi.dc-rukwa,chanji-sumbawanga.mc-rukwa,nkasi.dc,sumbawanga.mc,0,0.3,0.3,,
ivuna,momba-sumbawanga.dc-rukwa,ilemba-sumbawanga.dc-rukwa,sumbawanga.dc,sumbawanga.dc,0,0.3,0.3,,
ntalamila,ivuna-nkasi.dc-rukwa,mfinga-sumbawanga.dc-rukwa,nkasi.dc,sumbawanga.dc,0,0.3,0.3,,
chapwa,chapwa-mbozi.dc-songwe,vwawa-mbozi.dc-songwe,mbozi.dc,mbozi.dc,0,0.3,0.3,,
dodoma,dodoma-dodoma.cc-dodoma,ovada-chemba.dc-dodoma,dodoma.cc,chemba.dc,0,0.3,0.3,,
dodoma,dodoma-dodoma.cc-dodoma,mondo-chemba.dc-dodoma,dodoma.cc,chemba.dc,0,0.3,0.3,,
dodoma,dodoma-dodoma.cc-dodoma,goima-chemba.dc-dodoma,dodoma.cc,chemba.dc,0,0.3,0.3,,
ibolyo,ibolyo-bariadi.dc-simiyu,gilya-bariadi.dc-simiyu,bariadi.dc,bariadi.dc,0,0.3,0.3,,
iguru,iguru-bariadi.dc-simiyu,guduwi-bariadi.tc-simiyu,bariadi.dc,bariadi.tc,0,0.3,0.3,,
meatu.simiyu,meatu-meatu.dc-simiyu,migato-itilima.dc-simiyu,meatu.dc,itilima.dc,0,0.3,0.3,,
mpemba.tunduma,mpemba-momba.dc-songwe,mbebe-ileje.dc-songwe,momba.dc,ileje.dc,0,0.3,0.3,,
mpemba.tunduma,mpemba-momba.dc-songwe,mpapa-momba.dc-songwe,momba.dc,momba.dc,0,0.3,0.3,,
mweniemba,mkuru-momba.dc-songwe,mkulwe-momba.dc-songwe,momba.dc,momba.dc,0,0.3,0.3,,
chonga,myula-nkasi.dc-rukwa,milepa-sumbawanga.dc-rukwa,nkasi.dc,sumbawanga.dc,0,0.3,0.3,,
nobola,nobola-magu.dc-mwanza,ngoma-ukerewe.dc-mwanza,magu.dc,ukerewe.dc,0,0.3,0.3,,
myula,myula-nkasi.dc-rukwa,milepa-sumbawanga.dc-rukwa,nkasi.dc,sumbawanga.dc,0,0.3,0.3,,
ivuna,momba-sumbawanga.dc-rukwa,mwimbi-kalambo.dc-rukwa,sumbawanga.dc,kalambo.dc,0,0.3,0.3,,
ntuchi,ntuchi-namanyere-namanyere,matui-kiteto.dc-manyara,namanyere,kiteto.dc,0.26984127,0.3,0.56984127,,
masasi.mtangalanga.chitekete.makonga,mitesa.mbuyuni.newala.mji-newala.masasi-newala.masasi,mzimuni-kinondoni.mc-dar.es.salaam,newala.masasi,kinondoni.mc,0.303846154,0.300952381,0.604798535,,
tabora,tabora-tabora.mc-tabora,tambukareli-tabora.mc-tabora,tabora.mc,tabora.mc,0,0.304040404,0.304040404,,
mandang.ombe,mbaragane-maswa.dc-simiyu,madobana-bariadi.dc-simiyu,maswa.dc,bariadi.dc,0,0.305555556,0.305555556,,
mbagalambuyuni,kata.mkonona-nanyumbu.dc-mtwara,likokona-nanyumbu.dc-mtwara,nanyumbu.dc,nanyumbu.dc,0,0.305555556,0.305555556,,
mbagalambuyuni,kata.mkonona-nanyumbu.dc-mtwara,mkonona-nanyumbu.dc-mtwara,nanyumbu.dc,nanyumbu.dc,0,0.305555556,0.305555556,,
mbaragane,mbaragane-maswa.dc-simiyu,madobana-bariadi.dc-simiyu,maswa.dc,bariadi.dc,0,0.305555556,0.305555556,,
sulu,mbaragane-maswa.dc-simiyu,madobana-bariadi.dc-simiyu,maswa.dc,bariadi.dc,0,0.305555556,0.305555556,,
kanindi,majimoto-sumbawanga.dc-rukwa,majengo-sumbawanga.mc-rukwa,sumbawanga.dc,sumbawanga.mc,0,0.30952381,0.30952381,,
kilabela,banemhi-bariadi.dc-simiyu,mwanhuzi-meatu.dc-simiyu,bariadi.dc,meatu.dc,0,0.30952381,0.30952381,,
mbugani,banemhi-bariadi.dc-simiyu,mwanhuzi-meatu.dc-simiyu,bariadi.dc,meatu.dc,0,0.30952381,0.30952381,,
mkumbwanye,boliboli-iringa.dc-iringa,nyololo-mufindi.dc-iringa,iringa.dc,mufindi.dc,0,0.30952381,0.30952381,,
ng.wang.aranga,ng.wang.aranga-kwimba.dc-mwanza,ng.haya-magu.dc-mwanza,kwimba.dc,magu.dc,0,0.30952381,0.30952381,,
tunduru,tunduru-tunduru.dc-ruvuma,muhuruku-songea.dc-ruvuma,tunduru.dc,songea.dc,0,0.30952381,0.30952381,,
uwanja.wa.fisi,wapiwapi-masasi.dc-mtwara,railway-mtwara.mc-mtwara,masasi.dc,mtwara.mc,0,0.30952381,0.30952381,,
iringa.manispaa,iringa.manispaa-iringa.mc-iringa,mgama-iringa.dc-iringa,iringa.mc,iringa.dc,0,0.311111111,0.311111111,,
laini.meatu.langangabiriri,laini.meatu.langangabiriri-itilima.na.meatu.maswa-itilima.na.meatu.maswa,pangani.magharibi-pangani.dc-tanga,itilima.na.meatu.maswa,pangani.dc,0.339393939,0.313574661,0.6529686,,
kilangawana,iilangawqna-sumbawanga.dc-rukwa,miangalua-sumbawanga.dc-rukwa,sumbawanga.dc,sumbawanga.dc,0,0.314333814,0.314333814,,
mwamkulu,mwamkulu-nkasi.dc-rukwa,mkali-kalambo.dc-rukwa,nkasi.dc,kalambo.dc,0,0.316666667,0.316666667,,
laini.migato,laini.migato-itilima.dc-simiyu,isanga-bariadi.tc-simiyu,itilima.dc,bariadi.tc,0,0.316666667,0.316666667,,
laini.migato,laini.migato-itilima.dc-simiyu,isanga-maswa.dc-simiyu,itilima.dc,maswa.dc,0,0.316666667,0.316666667,,
mbuyu.kwa.mbuyu,mbuyu.kwa.mbuyu-nanyumbu.dc-mtwara,mbuyuni-masasi.dc-mtwara,nanyumbu.dc,masasi.dc,0,0.317460317,0.317460317,,
kisii.kenya,kisii.kenya-kenya-kenya,kisondela-rungwe.dc-mbeya,kenya,rungwe.dc,0.266666667,0.318181818,0.584848485,,
ifakara,viwanja.sitini-ifakara.tc-morogoro,kiwanja.cha.ndege-morogoro.mc-morogoro,ifakara.tc,morogoro.mc,0,0.319327731,0.319327731,,
kichangani,viwanja.sitini-ifakara.tc-morogoro,kiwanja.cha.ndege-morogoro.mc-morogoro,ifakara.tc,morogoro.mc,0,0.319327731,0.319327731,,
viwanja.sitini,viwanja.sitini-ifakara.tc-morogoro,kiwanja.cha.ndege-morogoro.mc-morogoro,ifakara.tc,morogoro.mc,0,0.319327731,0.319327731,,
itindi,paramawe-nkasi.dc-rukwa,kalambanzite-sumbawanga.dc-rukwa,nkasi.dc,sumbawanga.dc,0,0.319444444,0.319444444,,
paramawe,paramawe-nkasi.dc-rukwa,kalambanzite-sumbawanga.dc-rukwa,nkasi.dc,sumbawanga.dc,0,0.319444444,0.319444444,,
buzunza,kidinda-bariadi.tc-simiyu,binza-maswa.dc-simiyu,bariadi.tc,maswa.dc,0,0.323809524,0.323809524,,
chamela,chamela-kwimba.dc-mwanza,igala-ukerewe.dc-mwanza,kwimba.dc,ukerewe.dc,0,0.323809524,0.323809524,,
chamela,chamela-kwimba.dc-mwanza,pamba-nyamagana.mc-mwanza,kwimba.dc,nyamagana.mc,0,0.323809524,0.323809524,,
chamela,chamela-kwimba.dc-mwanza,walla-kwimba.dc-mwanza,kwimba.dc,kwimba.dc,0,0.323809524,0.323809524,,
gohe,gohee-kilindi.dc-tanga,hemtoye-lushoto.dc-tanga,kilindi.dc,lushoto.dc,0,0.323809524,0.323809524,,
gohe,gohee-kilindi.dc-tanga,ngomeni-muheza.dc-tanga,kilindi.dc,muheza.dc,0,0.323809524,0.323809524,,
gohe,gohee-kilindi.dc-tanga,kigombe-muheza.dc-tanga,kilindi.dc,muheza.dc,0,0.323809524,0.323809524,,
gohe,gohee-kilindi.dc-tanga,gombero-mkinga.dc-tanga,kilindi.dc,mkinga.dc,0,0.323809524,0.323809524,,
idiwili,itiwili-mbozi.dc-songwe,itale-ileje.dc-songwe,mbozi.dc,ileje.dc,0,0.323809524,0.323809524,,
igegu,igegu-bariadi.dc-simiyu,lingeka-meatu.dc-simiyu,bariadi.dc,meatu.dc,0,0.323809524,0.323809524,,
kidinda,kidinda-bariadi.dc-simiyu,binza-maswa.dc-simiyu,bariadi.dc,maswa.dc,0,0.323809524,0.323809524,,
kidinda,kidinda-bariadi.tc-simiyu,binza-maswa.dc-simiyu,bariadi.tc,maswa.dc,0,0.323809524,0.323809524,,
kidinda.mnadani,kidinda-bariadi.tc-simiyu,binza-maswa.dc-simiyu,bariadi.tc,maswa.dc,0,0.323809524,0.323809524,,
kidulya,kidinda-bariadi.tc-simiyu,binza-maswa.dc-simiyu,bariadi.tc,maswa.dc,0,0.323809524,0.323809524,,
kijiji.cha.lyandu.nyumbani,uponera-ulanga.dc-morogoro,konde-morogoro.dc-morogoro,ulanga.dc,morogoro.dc,0,0.323809524,0.323809524,,
mapili,pwaga-mlele.dc-katavi,magamba-nsimbo.dc-katavi,mlele.dc,nsimbo.dc,0,0.323809524,0.323809524,,
mnadani.kidinda,kidinda-bariadi.tc-simiyu,binza-maswa.dc-simiyu,bariadi.tc,maswa.dc,0,0.323809524,0.323809524,,
msadia,nyambwe-mpimbwe.dc-katavi,mamba-mpimbwe.dc-katavi,mpimbwe.dc,mpimbwe.dc,0,0.323809524,0.323809524,,
nyambwe,nyambwe-mpimbwe.dc-katavi,mamba-mpimbwe.dc-katavi,mpimbwe.dc,mpimbwe.dc,0,0.323809524,0.323809524,,
uponera.ibuyu,uponera-ulanga.dc-morogoro,konde-morogoro.dc-morogoro,ulanga.dc,morogoro.dc,0,0.323809524,0.323809524,,
masasi.dar.es.salaam.newala,masasi.dar.es.salaam.newala-masasi.newala-masasi.newala,masaba-butiama.dc-mara,masasi.newala,butiama.dc,0.33974359,0.327160494,0.666904084,,
njombe,chaugingi-njombe.dc-njombe,lugenge-njombe.mc-njombe,njombe.dc,njombe.mc,0,0.328042328,0.328042328,,
ntalamila,ntalamila-namanyere-namanyere,nambisi-mbulu.tc-manyara,namanyere,mbulu.tc,0.26984127,0.328042328,0.597883598,,
ntalamila,ntalamila-namanyere-namanyere,nangara-babati.mc-manyara,namanyere,babati.mc,0.26984127,0.328042328,0.597883598,,
chilulumo,mkomba-momba.dc-songwe,itumba-ileje.dc-songwe,momba.dc,ileje.dc,0,0.333333333,0.333333333,,
chilulumo,mkomba-momba.dc-songwe,igamba-mbozi.dc-songwe,momba.dc,mbozi.dc,0,0.333333333,0.333333333,,
ilengo,mkomba-momba.dc-songwe,itumba-ileje.dc-songwe,momba.dc,ileje.dc,0,0.333333333,0.333333333,,
ilengo,mkomba-momba.dc-songwe,igamba-mbozi.dc-songwe,momba.dc,mbozi.dc,0,0.333333333,0.333333333,,
isazya,mkomba-momba.dc-songwe,itumba-ileje.dc-songwe,momba.dc,ileje.dc,0,0.333333333,0.333333333,,
isazya,mkomba-momba.dc-songwe,igamba-mbozi.dc-songwe,momba.dc,mbozi.dc,0,0.333333333,0.333333333,,
jija,jija-bariadi.dc-simiyu,sima-bariadi.tc-simiyu,bariadi.dc,bariadi.tc,0,0.333333333,0.333333333,,
mbao,mkomba-momba.dc-songwe,itumba-ileje.dc-songwe,momba.dc,ileje.dc,0,0.333333333,0.333333333,,
mbao,mkomba-momba.dc-songwe,igamba-mbozi.dc-songwe,momba.dc,mbozi.dc,0,0.333333333,0.333333333,,
milimate,milimate-nsimbo.dc-katavi,majimoto-mpimbwe.dc-katavi,nsimbo.dc,mpimbwe.dc,0,0.333333333,0.333333333,,
mkomba,mkomba-momba.dc-songwe,itumba-ileje.dc-songwe,momba.dc,ileje.dc,0,0.333333333,0.333333333,,
mkomba,mkomba-momba.dc-songwe,igamba-mbozi.dc-songwe,momba.dc,mbozi.dc,0,0.333333333,0.333333333,,
ntungwa,mkomba-momba.dc-songwe,itumba-ileje.dc-songwe,momba.dc,ileje.dc,0,0.333333333,0.333333333,,
ntungwa,mkomba-momba.dc-songwe,igamba-mbozi.dc-songwe,momba.dc,mbozi.dc,0,0.333333333,0.333333333,,
sante,mkomba-momba.dc-songwe,itumba-ileje.dc-songwe,momba.dc,ileje.dc,0,0.333333333,0.333333333,,
sante,mkomba-momba.dc-songwe,igamba-mbozi.dc-songwe,momba.dc,mbozi.dc,0,0.333333333,0.333333333,,
ulwilaulwila,ulwilaulwila-nsimbo.dc-katavi,urwira-nsimbo.dc-katavi,nsimbo.dc,nsimbo.dc,0,0.333333333,0.333333333,,
upanga,silabu-masasi.dc-mtwara,naumbu-mtwara.dc-mtwara,masasi.dc,mtwara.dc,0,0.333333333,0.333333333,,
upanga,silabu-masasi.dc-mtwara,sululu-masasi.tc-mtwara,masasi.dc,masasi.tc,0,0.333333333,0.333333333,,
wapiwapi,silabu-masasi.dc-mtwara,naumbu-mtwara.dc-mtwara,masasi.dc,mtwara.dc,0,0.333333333,0.333333333,,
wapiwapi,silabu-masasi.dc-mtwara,sululu-masasi.tc-mtwara,masasi.dc,masasi.tc,0,0.333333333,0.333333333,,
pwani.dar.es.salaam,pwani.dar.es.salaam-pwani.dar.es.salaam-pwani.dar.es.salaam,tandale-kinondoni.mc-dar.es.salaam,pwani.dar.es.salaam,kinondoni.mc,0.233468286,0.34085213,0.574320416,,
bagamoyo,bagamoyo-pwani-pwani,janga-kibaha.dc-pwani,pwani,kibaha.dc,0,0.341666667,0.341666667,,
bagamoyo,bagamoyo-pwani-pwani,kanga-mafia.dc-pwani,pwani,mafia.dc,0,0.341666667,0.341666667,,
mawale,parakuyo-kilosa.dc-morogoro,gairo-gairo.dc-morogoro,kilosa.dc,gairo.dc,0,0.341666667,0.341666667,,
dodoma.na.dar.es.salaam,dodoma.na.dar.es.salaam-dodoma.cc-dodoma,mazae-mpwapwa.dc-dodoma,dodoma.cc,mpwapwa.dc,0,0.342028986,0.342028986,,
nanyumbu.masasi.mjini.maparawe,nanyumbu.napupa.mchauru-masasi.nanyumbu-masasi.nanyumbu,gamba-kaskazini.a-kaskazini.unguja,masasi.nanyumbu,kaskazini.a,0.302777778,0.342028986,0.644806763,,
magudugudu,magudugudu-chamwino.dc-dodoma,mundemu-bahi.dc-dodoma,chamwino.dc,bahi.dc,0,0.342857143,0.342857143,,
ifakara,viwanjasitini-ifakara.tc-morogoro,mkwatani-kilosa.dc-morogoro,ifakara.tc,kilosa.dc,0,0.346153846,0.346153846,,
viwanjasitini.nyumbani,viwanjasitini-ifakara.tc-morogoro,mkwatani-kilosa.dc-morogoro,ifakara.tc,kilosa.dc,0,0.346153846,0.346153846,,
chalinze,chalinze-chalinze.dc-pwani,mlanzi-kibiti.dc-pwani,chalinze.dc,kibiti.dc,0,0.347222222,0.347222222,,
newala.na.nanyumbu,newala.na.nanyumbu-newala.na.nanyumbu-newala.na.nanyumbu,mwananyamala-kinondoni.mc-dar.es.salaam,newala.na.nanyumbu,kinondoni.mc,0.398860399,0.353703704,0.752564103,,
mashete,mashetw-nkasi.dc-rukwa,katete-kalambo.dc-rukwa,nkasi.dc,kalambo.dc,0,0.357142857,0.357142857,,
izigila,jikwiti-ulanga.dc-morogoro,mikumi-kilosa.dc-morogoro,ulanga.dc,kilosa.dc,0,0.357142857,0.357142857,,
lupaso,lupaso-masasi.dc-mtwara,luagala-tandahimba.dc-mtwara,masasi.dc,tandahimba.dc,0,0.357142857,0.357142857,,
mashete,mashetw-nkasi.dc-rukwa,mwazye-kalambo.dc-rukwa,nkasi.dc,kalambo.dc,0,0.357142857,0.357142857,,
mbangala,lupaso-masasi.dc-mtwara,luagala-tandahimba.dc-mtwara,masasi.dc,tandahimba.dc,0,0.357142857,0.357142857,,
ntuchi,ntuchi-nkasi.dc-rukwa,sintali-nkasi.dc-rukwa,nkasi.dc,nkasi.dc,0,0.357142857,0.357142857,,
halaka,hezia-mbozi.dc-songwe,saza-songwe.dc-songwe,mbozi.dc,songwe.dc,0,0.366666667,0.366666667,,
halaka,hezia-mbozi.dc-songwe,msia-mbozi.dc-songwe,mbozi.dc,mbozi.dc,0,0.366666667,0.366666667,,
muze,muze-mpimbwe.dc-katavi,mwese-mpanda.dc-katavi,mpimbwe.dc,mpanda.dc,0,0.366666667,0.366666667,,
muze,muze-mpimbwe.dc-katavi,mbede-mpimbwe.dc-katavi,mpimbwe.dc,mpimbwe.dc,0,0.366666667,0.366666667,,
dar.es.salaam,dar.es.salaam-dar.es.salaam-dar.es.salaam,sandali-temeke.mc-dar.es.salaam,dar.es.salaam,temeke.mc,0,0.367032967,0.367032967,,
sentaunyenya,madiru-mpimbwe.dc-katavi,majimoto-mpimbwe.dc-katavi,mpimbwe.dc,mpimbwe.dc,0,0.375,0.375,,
chamalendi,chamalendi-mpimbwe.dc-katavi,machimboni-nsimbo.dc-katavi,mpimbwe.dc,nsimbo.dc,0,0.377777778,0.377777778,,
idiwili,idiwili-mbozi.dc-songwe,chiwezi-momba.dc-songwe,mbozi.dc,momba.dc,0,0.380952381,0.380952381,,
ilomba,idiwili-mbozi.dc-songwe,chiwezi-momba.dc-songwe,mbozi.dc,momba.dc,0,0.380952381,0.380952381,,
ululu,idiwili-mbozi.dc-songwe,chiwezi-momba.dc-songwe,mbozi.dc,momba.dc,0,0.380952381,0.380952381,,
urulu,idiwili-mbozi.dc-songwe,chiwezi-momba.dc-songwe,mbozi.dc,momba.dc,0,0.380952381,0.380952381,,
njombe,anasambaza.kata.mbali.mbali-njombe.dc-njombe,matamba-makete.dc-njombe,njombe.dc,makete.dc,0,0.389770723,0.389770723,,
mwaya.nyumbani.na.wengine.mnada.wa.lukande,kata.ya.mwaya.na.kata.ya.lukande-ulanga.dc-morogoro,mkwatani-kilosa.dc-morogoro,ulanga.dc,kilosa.dc,0,0.421130952,0.421130952,,